AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
3.2354100156103796,-4.067620829983481,5.332630930886349,2.926539279253607,-0.5376865813103112,0.191080276669438,0.11973058485043504,-0.8379807253595739,3.4556966165694645,0.34372220465527553,-0.15757451753188453,1.9253172219430628,-0.7967638980253433,-3.3605399040000483
5.913116318871019,2.7741431020343876,4.137281710664741,4.988521926979634,11.771068497571473,2.2949741941682733,5.173186133765377,6.979112760701374,7.965920477183541,-0.8174826071552852,4.492267605010898,10.677620559756308,10.114717697985967,-0.42102891134530207
15.62412741934658,11.773790376323651,10.613950146578631,9.407833090004123,10.413114254042613,12.810889370866573,7.512414736715891,8.001294748306927,7.321854519119738,14.029497016020185,12.931631321170709,15.896733309693811,12.102408788187114,21.013788510680158
15.763652598729092,14.410111205757598,16.67979396843802,15.316160217528834,20.40837523415207,17.119510570609346,18.268849170741227,13.133298654952416,18.512114196819986,16.977715387623405,13.607173050210278,10.77155098522839,19.818955861957562,18.89095995512508
17.371178034577042,18.756600481580254,18.70856300704779,14.405919573104791,10.927881595391934,20.424615338159615,17.098875780945296,16.59305822689032,18.12918036060634,18.077140778442377,15.625834170568197,15.554456659467974,16.158013480536177,19.222957834991316
13.900563510785428,17.264297265673036,17.074926326994444,15.951818983764873,23.27346692121199,20.166123055949644,15.674841188674186,14.344378171333833,20.812319918537327,19.427045873111222,21.198370178350096,16.67013577567395,21.0392403177826,19.843868371612647
17.399973596718805,16.020639964693974,10.593314930977524,14.14192808505986,15.129644930437845,7.817868005211164,9.442889365731197,11.919228411641333,13.849820929956364,11.805082767232653,8.990080277470827,10.719695626539783,14.185246559415425,16.54331895738588
11.038053522609276,0.11602492207639159,7.744820642013845,11.057462798367032,11.426654171700438,15.229999532067229,9.98691081983795,11.790323556342681,10.144500786746416,10.904592405409037,10.21720146013539,10.252140726700746,9.930653163061585,4.952876026303432
2.301003802626606,3.7850777088255816,0.16903929404538065,5.071180029224208,1.2427108356731367,11.366514045476432,6.131269724080802,10.420433384742118,4.788950998772831,2.6028834522344395,-2.7555092156653034,2.105529439256374,-0.48411432672010246,0.2068759785570684
-1.6081691734384043,4.8550455907042425,-5.214502080255942,1.3651507673609453,3.6514825947167537,4.31001993649317,-4.606250035398858,1.916196613361996,1.9644035723856508,2.476603501889164,-2.106021731098968,-2.9076539609198773,3.3766288218238114,-0.6624455295351079
-3.5866684962414794,2.2636119841973725,-4.898194155087172,-6.740087766117148,-2.011850283523137,-2.9055303041819838,1.2649067521599786,-0.1751751448379446,0.5723140349706117,-2.179323615678535,-2.7221122455513638,-2.782410445437462,-5.181101953365572,-0.8501357019673081
-9.086801116687731,-4.353328352904565,-11.752750660231918,-5.632655650915975,-7.5071953912524805,-3.6861674068491777,-3.31193843635933,-0.4358571955309225,0.23663336310480165,-6.038481115162657,-9.913835858538977,-1.1954749697725768,-4.13658989180045,-5.352694533734019
-1.8843491594407773,-10.76344901016475,-1.6525663249696056,-3.143287971027206,-2.865811238498903,-13.358726678841588,-6.089801875423369,-9.163252525017796,-7.452179196514521,-5.78974407825833,-4.475700839506676,-8.02921343351982,-0.9461347791834522,-1.4427441300722652
0.2985374592036969,-5.5869063188333605,-2.2588464971434252,-4.60081160158594,-6.947673173025005,-3.8713291232543963,-7.521350625835743,-3.134837462272197,-3.424321678443742,-6.482055829665974,-1.2867579301507392,-9.689553046492954,0.08768997954585211,-8.740975989141909
-0.2584724998777421,0.08512485508755674,-5.602920370388767,-4.94877828952389,1.4247343007529238,-4.185183882144936,-5.048759615643936,-2.725925468957927,0.4671277136837215,-5.137459458649541,-2.497094171118841,1.8826295898776717,-3.1609512684158703,-4.806192402705708
-2.341454517225223,-2.2128514640110994,1.440918301268252,-0.7200849809991308,-3.325501022555162,4.3111227628233895,-2.3388799887864353,-6.367359218055038,-5.756223170409787,-1.6618751375412102,-1.0230195978695533,-1.2425695027974424,3.926920469440536,-6.423464422451658
-4.145077940623964,-4.409621679839045,-6.20535864546757,-5.091420617054055,-1.7839010790923777,-1.1894326707812328,-6.207459969699091,-7.568717303594118,-2.967089117631798,-2.84735779861381,0.10235174744195064,-4.451975127631107,-2.4463412155828586,-6.115819021895486
-6.495485049893074,-3.896564291106382,-5.130629958320735,-4.370585646724592,-2.2904075169703297,-8.972704334245023,-1.2394060189844232,-7.727035642540244,-3.2342869995789365,-3.210618170628297,-1.3975645354835047,-6.00918628632554,-0.6053119353221863,-8.185071598448996
-5.825575768709978,-7.9153615264718535,-6.044733308959606,-5.6194545895280426,-8.15677686194777,-7.124221031543038,-12.034265755289454,-10.053342408502388,-10.598128600405364,-4.589177550626128,-10.521315870856652,-5.732344999443746,-6.22016511346186,-6.28985977668709
-5.118704588640231,-12.927486690143358,-9.049781253063063,-6.18693355654763,-5.534452695448951,-10.644234569559611,-8.63091188223046,-15.54980915408937,-10.59127777688166,-9.513223152596822,-9.10432841810433,-11.860094023600862,-4.877225565093331,-7.757602062343599
-11.677893073425118,-7.613613483375717,-11.07533897432816,-13.482679122674853,-12.079542214396152,-12.029123282595783,-11.13876549498237,-7.272688138975377,-12.101402632290059,-11.498033857752564,-10.996832484063614,-12.118037182029191,-17.600829439741766,-17.487858528973177
-11.81955579987543,-10.732730583468733,-11.674560650076467,-14.871403376431854,-14.133598856745861,-17.05704475197629,-8.043487990987572,-21.55168508675701,-12.997221893867186,-13.352637284356621,-13.825104168265254,-16.362655479349492,-16.26889080494324,-13.652634596643862
-14.333011908438085,-10.469444664738301,-11.496741551386911,-7.497461423056646,-9.283325409656193,-13.788317161720226,-16.76734333368593,-14.540581270939306,-10.021722260916734,-11.137900622589544,-9.087093699719304,-13.2914922793569,-14.423793581152843,-16.592769944408126
-4.361930307635461,-3.3657095075334107,-7.2794670705608215,-10.706990106681644,-11.097779488530641,-2.832295718163744,-2.326462597125392,-1.9918264829549885,-9.967914759913345,-7.756335472741746,-13.428434039304499,-12.062758344606278,-5.052725750683373,-14.8373325978348
0.20805582099942388,-2.1937355010852766,-0.16827208895800272,-5.281279101725924,-9.86271061838528,-1.9160385595609268,-0.5583417006283318,0.32355184007054305,-1.8581906513477253,-3.0835684810367874,-2.623136371512203,-3.9700443266718337,-3.04108853038712,-3.6453029640664063
3.87442962320666,2.0141690675245014,-5.945416004698413,7.700911949173847,9.605579267447741,6.316247131801655,6.393299344232645,2.8085601557828968,8.434668022681812,1.9293599400705335,9.696030353339262,5.5314334029259555,2.896182064418247,0.6124999808383587
8.117855773685038,6.621365159021761,5.634712552803167,10.268823136796069,10.050684022434698,10.979494074087535,9.380449013142243,8.979612435144817,4.263206004766091,5.414734238742666,12.510670627305483,9.63836039410439,13.985776246545248,12.627532228956794
17.47490126794849,15.309584405658866,21.414316471269053,18.442640805774055,17.450553017466515,12.72329481216309,11.48119692595178,15.961138955665856,15.502482588300003,16.423753364800223,16.08894773214826,14.434281349046891,13.641561707945735,16.312907968630682
17.50506862290042,22.0240175328144,24.288781819138556,16.65841869148877,16.408672587215314,22.076618957228245,21.182031127136703,16.20522716415944,19.398115418894513,21.20305192400619,15.617864040617798,17.474344902019308,15.956988147804468,20.761261101297126
19.571273672279773,20.651805390427178,19.434027025460992,20.050665517595654,20.708044587134513,18.32127357479999,21.841652157975297,18.987104771705553,18.498791579971353,19.254320136724765,19.86177985646343,13.533122591977373,20.24283120050343,26.10134034753033
16.237464611385477,18.71542235414278,20.613064233118433,15.211441483584037,16.76310142583629,14.065247002727656,17.895594549645804,11.9492412349692,17.252060319928727,11.606163099898147,12.778901854845971,17.459374648852084,19.780205770119142,19.917967198356997
12.491194863087555,18.211834068961018,14.874153914536643,13.700035446365757,11.520535499531821,14.488617432035916,12.600349891068737,10.152109506029733,16.06596446287349,14.90691866800839,14.306956573322974,17.3237315610019,17.32717538728076,18.950158096513704
14.39420574406591,6.6187540029109835,8.639202953963753,8.961707736165518,7.839388544898476,7.627202014288916,5.307865463459947,8.998524305062956,10.643815085848747,5.644890049852725,5.7880470603010785,9.382920196614199,6.787688562573923,6.874646189007645
